name,address,gmap_id,category,avg_rating,num_of_reviews,city,is_food,latitude,longitude
Tender Greens,"Tender Greens, 530 Spectrum Center Dr, Irvine, CA 92618, United States",0x80dce7f9a87308f9:0x9581f50c8ea03b9d,"American restaurant,Restaurant",4.4,468,Irvine,True,,
Taco Bell,"Taco Bell, 4101 Campus Dr, Irvine, CA 92612, United States",0x80dcde0d0ccae005:0x683b6236e4c62920,"Fast food restaurant,Breakfast restaurant,Burrito restaurant,Lunch restaurant,Takeout restaurant,Mexican restaurant,Restaurant,Taco restaurant,Tex-Mex restaurant,Vegetarian restaurant",4.0,416,Irvine,True,33.6509808,-117.84090043908165
McDonald's,"McDonald's, 11170 Long Beach Blvd, Lynwood, CA 90262, United States",0x80c2cb8b798ede5d:0x636c48f55654f263,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",3.8,2384,Long Beach,True,33.930170399999994,-118.21095989672092
The Attic,"The Attic, 3441 E Broadway, Long Beach, CA 90803, United States",0x80dd31ff93b9dd1d:0x1cde14c27726a002,"Southern restaurant (US),American restaurant,Brunch restaurant,New American restaurant,Restaurant",4.5,2284,Long Beach,True,33.7646552,-118.15153094329125
Denny's,"Denny's, 601 N Long Beach Blvd, Long Beach, CA 90802, United States",0x80dd31475cb1212d:0xb7367d1cf90fe9fb,"Diner,American restaurant,Breakfast restaurant",3.7,2128,Long Beach,True,,
Chick-fil-A,"Chick-fil-A, 4401 Pacific Coast Hwy, Long Beach, CA 90804, United States",0x80dd31941bd88101:0x24ef065e89051282,"Fast food restaurant,Breakfast restaurant,Caterer,Chicken restaurant,Delivery service,Family restaurant",4.5,1880,Long Beach,True,33.7897126,-118.14115498327524
Tom's Jr,"Tom's Jr, 1725 N Long Beach Blvd, Compton, CA 90221, United States",0x80c2cb7e7d94c627:0x960587af152e8953,"Hamburger restaurant,Fast food restaurant,Restaurant",4.4,1248,Long Beach,True,,
Fantastic Burgers,"Fantastic Burgers, 3665 Santa Fe Ave, Long Beach, CA 90810, United States",0x80dd347c9e86b1f7:0x6f8b5372d5a8ef00,"Fast food restaurant,American restaurant",4.3,1088,Long Beach,True,,
Popeyes Louisiana Kitchen,"Popeyes Louisiana Kitchen, 5401 Atlantic Ave, Long Beach, CA 90805",0x80dd336af8d07145:0x1b76f8e72f85e407,"Chicken restaurant,Cajun restaurant,Fast food restaurant,Restaurant,Seafood restaurant",3.8,847,Long Beach,True,,
Creme De La Crepe Long Beach,"Creme De La Crepe Long Beach, 400 E 1st St, Long Beach, CA 90802, United States",0x80dd313c115f85c9:0x3d3a6527a8e68ff8,French restaurant,4.5,777,Long Beach,True,,
Sizzler,"Sizzler, 15 W Del Amo Blvd, Long Beach, CA 90805, United States",0x80dd336582a9013d:0x3574be503b7c98ff,"Restaurant,Cafeteria,Family restaurant,Seafood restaurant,Steak house",4.0,658,Long Beach,True,,
Jack in the Box,"Jack in the Box, 2101 E Anaheim St, Long Beach, CA 90804, United States",0x80dd317397cc5871:0x4077aa65070b669b,"Fast food restaurant,Breakfast restaurant,Chicken restaurant,Hamburger restaurant",4.0,646,Long Beach,True,,
Hollywood Bowl,"Hollywood Bowl, 2301 N Highland Ave, Los Angeles, CA 90068, United States",0x80c2bf1bc1270933:0x6a6f62cf3836e2fd,"Concert hall,Amphitheater,Live music venue,Non-profit organization,Performing arts,Tourist attraction",4.7,9608,Los Angeles,True,,
McDonald's,"McDonald's, 201 W Washington Blvd, Los Angeles, CA 90007, United States",0x80c2c7c523df6579:0x4644f0e767ad1bc0,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",2.7,5132,Los Angeles,True,34.032443799999996,-118.2669872399531
Guelaguetza Restaurant,"Guelaguetza Restaurant, 3014 W Olympic Blvd, Los Angeles, CA 90006, United States",0x80c2b87f94d62329:0xe605cc1bb679a2ac,"Mexican restaurant,Bar,Family restaurant",4.3,4180,Los Angeles,True,,
Mariscos 4 Vientos,"Mariscos 4 Vientos, 3000 E Olympic Blvd, Los Angeles, CA 90023, United States",0x80c2c8b107ba534f:0x26139bf0de9bcfec,"Seafood restaurant,Latin American restaurant,Mexican restaurant",4.5,3357,Los Angeles,True,34.0185371,-118.2070690936128
El Huero Drive Thru,"El Huero Drive Thru, 3000 S Figueroa St, Los Angeles, CA 90007, United States",0x80c2c7e73f392d13:0x6b51349977dce1d5,"Mexican restaurant,Fast food restaurant",4.4,3042,Los Angeles,True,,
Langer's Delicatessen-Restaurant,"Langer's Delicatessen-Restaurant, 704 S Alvarado St, Los Angeles, CA 90057, United States",0x80c2c79f65c05a3f:0x36ae812febfdc501,"Deli,Takeout restaurant,Restaurant",4.6,2583,Los Angeles,True,,
IHOP,"IHOP, 8600 S Sepulveda Blvd, Los Angeles, CA 90045, United States",0x80c2b0cda5e63a73:0x6a8acf7bc7bfedd8,"Restaurant,American restaurant,Breakfast restaurant,Family restaurant",4.1,2478,Los Angeles,True,33.9596509,-118.3959277
House of Pies,"House of Pies, 1869 N Vermont Ave, Los Angeles, CA 90027, United States",0x80c2c0af1990239d:0x9095e10852602054,"Diner,American restaurant,Bakery,Coffee shop,Fine dining restaurant,Restaurant",4.3,2264,Los Angeles,True,34.1050787,-118.2920313
Shake Shack,"Shake Shack, 6201 Hollywood Blvd, Los Angeles, CA 90028, United States",0x80c2bf38efe42137:0xf899bef543ef3d70,"Hamburger restaurant,American restaurant,Fast food restaurant,Meal delivery,Takeout restaurant",4.3,2213,Los Angeles,True,,
AMC Century City 15,"AMC Century City 15, 10250 Santa Monica Blvd #2000, Los Angeles, CA 90067, United States",0x80c2bb8b8914cd5f:0x21ea1b492668c574,Movie theater,4.4,2157,Los Angeles,True,,
Taqueria El Paisa@.com,"Taqueria El Paisa@.com, 4610 International Blvd, Oakland, CA 94601, United States",0x808f86651b3721c3:0x7f489dc90195bdf9,Mexican restaurant,4.5,2230,Oakland,True,,
Grand Lake Theatre,"Grand Lake Theatre, 3200 Grand Ave, Oakland, CA 94610, United States",0x808f8743f2710a15:0xd13e6b882b59e73d,Movie theater,4.7,2046,Oakland,True,,
Paramount Theatre,"Paramount Theatre, 2025 Broadway, Oakland, CA 94612, United States",0x808f80ad98d56423:0xcc4088ab4f7355c5,"Performing arts theater,Live music venue,Movie theater",4.6,1908,Oakland,True,,
Wings Plus Fort Lauderdale,"Wings Plus Fort Lauderdale, 87 Prospect Rd, Oakland Park, FL 33309",0x88d903d3f68c0a25:0x21a773ee87d89136,"Chicken wings restaurant,Chicken restaurant,Restaurant",4.4,1584,Oakland,True,,
ShopRite of Oakland,"ShopRite of Oakland, 14 Post Rd, Oakland, NJ 07436",0x89c31d1968f661db:0x290d19c2e076f193,"Grocery store,Bakery,Fresh food market,Natural goods store,Organic food store,Produce market,Seafood market,Supermarket,Wholesale grocer",4.2,1202,Oakland,True,,
Izziban Sushi & BBQ,"Izziban Sushi & BBQ, 7225 W Oakland Park Blvd, Lauderhill, FL 33313, United States",0x88d9066f5c2767e7:0xaab374764efb8d,"Korean barbecue restaurant,Sushi restaurant",4.3,1049,Oakland,True,,
Checkers,"Checkers, 5400 W Oakland Park Blvd, Lauderhill, FL 33313, United States",0x88d9068e60f2e981:0xa03d7a3b25d5de93,"Fast food restaurant,American restaurant,Chicken restaurant,Hamburger restaurant,Sandwich shop",3.2,931,Oakland,True,,
Champa Garden,"Champa Garden, 2102 8th Ave, Oakland, CA 94606, United States",0x808f873d3dae1d95:0x6192722233679647,Thai restaurant,4.5,598,Oakland,True,37.7981275,-122.24465798723168
Sal's Pizza East Side,"Sal's Pizza East Side, 2974 N Oakland Ave, Milwaukee, WI 53211, United States",0x880518d17cb11c2f:0x377891e885bea64b,Pizza restaurant,4.4,588,Oakland,True,,
Daughter Thai Kitchen,"Daughter Thai Kitchen, 6118 Medau Pl, Oakland, CA 94611",0x808f87853137d81f:0xfbff9c4f3ffd4a6f,"Thai restaurant,Restaurant",4.4,583,Oakland,True,,
Connal's,"Connal's, 1505 E Washington Blvd, Pasadena, CA 91104, United States",0x80c2c331eaa1fa79:0x6319ee73bd4c390d,"Hamburger restaurant,Sandwich shop",4.6,1045,Pasadena,True,,
Del Taco,"Del Taco, 844 Union St, Pasadena, CA 91101",0x80c2c342ded886bd:0x7a3b8f201f2500b1,"Fast food restaurant,American restaurant,Takeout Restaurant,Mexican restaurant,Restaurant",3.7,1035,Pasadena,True,34.14757805,-118.13305265
Hooters,"Hooters, 3656 East Sam Houston Pkwy S, Pasadena, TX 77505",0x864098c4d37d7eef:0x7be40a046927f9d1,"Sports bar,American restaurant,Bar & grill,Chicken restaurant,Chicken wings restaurant,Hamburger restaurant,Delivery Restaurant,Takeout Restaurant,Restaurant,Seafood restaurant",3.9,988,Pasadena,True,,
McDonald's,"McDonald's, 716 Fair Oaks Ave, South Pasadena, CA 91030",0x80c2c48e7d303f7b:0xffba3a2fa4152452,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",3.8,914,Pasadena,True,34.117409050000006,-118.14988824401603
One Colorado,"One Colorado, 41 Hugus Alley, Pasadena, CA 91103, United States",0x80c2c3715d2a34a7:0x559c6f2ea42d38e4,"Shopping mall,Restaurant",4.5,758,Pasadena,True,,
Mutiny Pirate Bar and Island Grille,"Mutiny Pirate Bar and Island Grille, 33 Magothy Beach Rd #100, Pasadena, MD 21122, United States",0x89b7fda2c67db39b:0x1a97c19a9f3830bb,"Bar,American restaurant,Bar & grill,Restaurant",4.4,758,Pasadena,True,,
Taco Bell,"Taco Bell, 302 Southmore Ave, Pasadena, TX 77502, United States",0x8640a2a667af86cf:0x4fe5d5b961a18d97,"Fast food restaurant,Breakfast restaurant,Burrito restaurant,Lunch restaurant,Takeout restaurant,Mexican restaurant,Restaurant,Taco restaurant,Tex-Mex restaurant,Vegetarian restaurant",3.7,648,Pasadena,True,,
Taqueria Agave,"Taqueria Agave, 2133 Southmore Ave, Pasadena, TX 77502, United States",0x8640a27e42536aa3:0x4a6cd704da2174ce,Mexican restaurant,4.1,642,Pasadena,True,,
White Horse Lounge,"White Horse Lounge, 41 S De Lacey Ave, Pasadena, CA 91105, United States",0x80c2c37131b91407:0x665921b8ebcce1a5,"Restaurant,Bar,Cajun restaurant",4.5,618,Pasadena,True,,
Cookie's Kitchen,"Cookie's Kitchen, 4108 Mountain Rd, Pasadena, MD 21122, United States",0x89b7fec5615f7597:0x6532acc8a8e9737d,"Family restaurant,Restaurant",4.6,418,Pasadena,True,39.122803149999996,-76.5157582745201
Chick-fil-A,"Chick-fil-A, 2101 Alta Arden Expy, Sacramento, CA 95825, United States",0x809ada2356fa2cd5:0xd257c6a241cc5bb6,"Fast food restaurant,Breakfast restaurant,Caterer,Chicken restaurant,Delivery service,Family restaurant",4.5,2892,Sacramento,True,38.5988103,-121.4175418
McDonald's,"McDonald's, 200 Richards Blvd, Sacramento, CA 95814, United States",0x809ad6dca8008d49:0xdd06283234e1bd52,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",3.3,2398,Sacramento,True,38.5967915,-121.50185203797804
Tres Hermanas,"Tres Hermanas, 2416 K St, Sacramento, CA 95816, United States",0x809ad0c22ed6c3ff:0x6e86fa1381ca80f0,Restaurant,4.4,1985,Sacramento,True,38.5738294,-121.4745516
Zócalo Restaurant Midtown,"Zócalo Restaurant Midtown, 1801 Capitol Ave, Sacramento, CA 95811, United States",0x809ad0db8e85f9d3:0x93970692f99a73a7,Mexican restaurant,4.4,1978,Sacramento,True,,
Swabbies On The River Restaurant & Bar,"Swabbies On The River Restaurant & Bar, 5871 Garden Hwy, Sacramento, CA 95837, United States",0x809b2b3488e50d99:0xd4dd61ac90724f7a,"Bar & grill,Live music venue,Restaurant",4.4,1928,Sacramento,True,,
The Boiling Crab,"The Boiling Crab, 6910 65th St #100, Sacramento, CA 95823, United States",0x809ac56fa4e33517:0x7e5d76b14f7f8976,Seafood restaurant,4.4,1767,Sacramento,True,,
Denny's,"Denny's, 3520 Auburn Blvd, Sacramento, CA 95821, United States",0x809ad914ab9580cd:0xa18983841b34440b,"Diner,American restaurant,Breakfast restaurant",3.6,1644,Sacramento,True,,
The Habit Burger Grill,"The Habit Burger Grill, 1431 Howe Ave #300, Sacramento, CA 95825, United States",0x809ada3915aa03f7:0x5378e8a27a7d7cac,"Hamburger restaurant,American restaurant,Fast food restaurant,Takeout restaurant,Restaurant",4.4,1478,Sacramento,True,,
South,"South, 2005 11th St, Sacramento, CA 95818, United States",0x809ad1215f39dc2d:0xa636a9884c130053,"Southern restaurant (US),Restaurant",4.4,1410,Sacramento,True,,
The Old Spaghetti Factory,"The Old Spaghetti Factory, 1625 Watt Ave, Sacramento, CA 95864, United States",0x809adbb944a6056b:0xd1cbe179b2a08b29,"Italian restaurant,Banquet hall,Bar,Delivery service,Family restaurant,Gluten-free restaurant,Takeout restaurant,Restaurant",4.3,1408,Sacramento,True,,
Raising Cane's Chicken Fingers,"Raising Cane's Chicken Fingers, 1857 S Tippecanoe Ave, San Bernardino, CA 92408, United States",0x80dcab7befb50901:0x9987530a24ab5111,"Fast food restaurant,American restaurant,Chicken restaurant,Fried chicken takeaway,Takeout restaurant,Southern restaurant (US)",4.5,3300,San Bernardino,True,,
Amapola Rico Taco,"Amapola Rico Taco, 1279 W Base Line St, San Bernardino, CA 92411, United States",0x80c35302b0cb3cf3:0xfba7aa498528afbd,"Mexican restaurant,Latin American restaurant,Restaurant",4.1,1928,San Bernardino,True,,
McDonald's,"McDonald's, 1208 N Mt Vernon Ave, San Bernardino, CA 92411, United States",0x80c35302a3858f73:0xda137785b1c7d23,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",3.5,1839,San Bernardino,True,,
Jose's Mexican Food,"Jose's Mexican Food, 950 S E St, San Bernardino, CA 92408, United States",0x80dcacc88196bb5b:0x69e5bde49d297df1,"Mexican restaurant,Breakfast restaurant,Burrito restaurant,Caterer,Restaurant,Salad shop,Taco restaurant",4.3,1104,San Bernardino,True,34.084179899999995,-117.29433505766423
Mikes burger,"Mikes burger, 940 W Highland Ave, San Bernardino, CA 92405, United States",0x80c353a8f221bfc3:0x507f2990d4b7c073,"Hamburger restaurant,American restaurant,Fast food restaurant,Restaurant",4.2,1063,San Bernardino,True,,
El Pollo Loco,"El Pollo Loco, 758 W Highland Ave, San Bernardino, CA 92405, United States",0x80c353a7a8034017:0x4c85887eb0bafab0,"Mexican restaurant,Caterer,Chicken restaurant,Fast food restaurant",4.1,695,San Bernardino,True,34.1362546,-117.299988
Gus Junior,"Gus Junior, 444 W Mill St #2014, San Bernardino, CA 92401, United States",0x80dcacca8acbff7f:0x54e458fc62536e85,American restaurant,4.0,464,San Bernardino,True,,
"Affordable Technology, Inc.","Affordable Technology, Inc., 1264 S Waterman Ave Suite 58, San Bernardino, CA 92408",0x80dcac922679729f:0x79a9a1d19b81fccc,"Security system installer,Audio visual consultant,Home automation company,Home theater store,Security system supplier",5.0,438,San Bernardino,True,,
Mar Y Tierra Restaurant,"Mar Y Tierra Restaurant, 1118 W San Bernardino Rd, Covina, CA 91722",0x80c32817fd168e7f:0x7d1ae2dfc63b141a,"Mexican restaurant,Restaurant",4.3,376,San Bernardino,True,,
Amapola Rico Taco,"Amapola Rico Taco, 596 N Mt Vernon Ave, San Bernardino, CA 92411",0x80c3532003f6dfc1:0xf8db71a40b6d24bf,Mexican restaurant,4.1,372,San Bernardino,True,,
Rockin' Baja Lobster - Old Town,"Rockin' Baja Lobster - Old Town, 3890 Twiggs St, San Diego, CA 92110, United States",0x80deaade206267a3:0x3e05f6215d552d43,"Mexican restaurant,Latin American restaurant,Meal delivery,Seafood market,Seafood restaurant",4.4,3118,San Diego,True,,
World Famous,"World Famous, 711 Pacific Beach Dr, San Diego, CA 92109, United States",0x80dc01ee17bdf3f9:0x545f58eab788a2fe,"Californian restaurant,Restaurant",4.3,2736,San Diego,True,32.7907693,-117.2551438
South Beach Bar & Grille,"South Beach Bar & Grille, 5059 Newport Ave, San Diego, CA 92107, United States",0x80deaa3a5af575ff:0xfef9301687f59bfa,"Bar & grill,American restaurant,Bar,Restaurant,Seafood restaurant,Taco restaurant",4.4,2632,San Diego,True,,
Karl Strauss Brewing Company,"Karl Strauss Brewing Company, 9675 Scranton Rd, San Diego, CA 92121, United States",0x80dc0715da411f5b:0xca385eb992acebdb,"Brewpub,Bar,Restaurant",4.5,2625,San Diego,True,,
Yard House,"Yard House, 1640 Camino Del Rio N Ste 157, San Diego, CA 92108, United States",0x80d95518686323db:0x2f013d9246d12b62,"New American restaurant,Bar & grill,Brunch restaurant,Fusion restaurant,Gastropub,Health food restaurant,Takeout restaurant,Sports bar,Vegetarian restaurant",4.4,1998,San Diego,True,,
Bali Hai Restaurant,"Bali Hai Restaurant, 2230 Shelter Island Dr, San Diego, CA 92106",0x80deab757e3e12b9:0x63b363725d27576c,Polynesian restaurant,4.5,1951,San Diego,True,,
Rustic Root,"Rustic Root, 535 Fifth Ave, San Diego, CA 92101, United States",0x80d953599657345f:0x326882d24ffa795e,"American restaurant,Brunch restaurant,Cocktail bar,Restaurant",4.4,1705,San Diego,True,,
THE LOT Liberty Station,"THE LOT Liberty Station, 2620 Truxtun Rd, San Diego, CA 92106, United States",0x80deab06ab2408d7:0x238c36002659da8c,"Movie theater,Bar,Brunch restaurant,Lounge,Restaurant",4.5,1656,San Diego,True,32.73909725,-117.21546706258513
Denny's,"Denny's, 2445 El Cajon Blvd, San Diego, CA 92104, United States",0x80d954e4cad01227:0x278caca764810e1c,"Diner,American restaurant,Breakfast restaurant",4.1,1596,San Diego,True,,
Crazee Burger,"Crazee Burger, 3993 30th St, San Diego, CA 92104, United States",0x80deaadefc6abef7:0x4a64d785b6c70207,Hamburger restaurant,4.6,1558,San Diego,True,,
Best Buy,"Best Buy, 1717 Harrison St, San Francisco, CA 94103, United States",0x808f7e2607fb2393:0x3982d3901a2dbc98,"Electronics store,Appliance store,Computer store,Home theater store,Music store,Video game store,Video store",4.1,5586,San Francisco,True,37.768358,-122.41281932391843
